location,customer engagement,rating score,Actual review date,Review Month,Review Quarter,Review Year,review highlight,complete review notes,Ombudsman's response,ombudsman response date,ombudsman's respose notes,Response Duration (in days)
United Kingdom,5,5,02-Apr-21,4,2,2021,Following a mistaken transfer of electric supply..,"Following a mistaken transfer of electric supply back to the property's previous owner's account, (it was an error and shouldn't have happened), the previous supplier changed the account name to mine and refused to discuss the situation in any way at all, (i was blocked from communication), and they were insistent I use and pay them at the most expensive rates.  The Ombudsman broke the communication block, made the supplier hand the account back to my new supplier, pay me compensation for bad customer service, issue a letter of apology and decided I should only pay a fair ate for the electric consumed. I was very satisfied with the outcome - would always recommend the Ombudsman when customer service fails.",Yes,07-Apr-21,"Hi Hugh, We are always here to provide as much support as possible.  Glad to hear that you were happy with the outcome  of your complaint and that your supply is back to where it should be! Thank you for your review!",5
United Kingdom,18,5,29-Jan-21,1,1,2021,"Sorted after a worrying, expensive and cold year.","For almost a year we were left with no cheap rate electricity and had to closely monitor and manually switch on and off our storage and water heater. Phone calls and emails got us nowhere. In December I went on the Ombudsman site where I described the difficulty and uploaded proof. Two weeks ago the Ombudsman found in our favour and made requirements from the power company. This week a new meter was fitted and soon we should get a reimbursement for overpayment. The energy company made us feel cowed, vulnerable and unheard, the ombudsman listened, understood and gave us our back our credence - and the ability to have a warm house!",Yes,03-Feb-21,"Hello Margaret, Thank you for taking the time to leave us a review,  we are so glad to hear that you can have a warm house again! We are happy we were able to help you! Thanks",5
United Kingdom,1,5,15-Jan-21,1,1,2021,Fairly straightforward process with next steps explained,"Can't comment on human interaction with the service as I only needed to use the electronic form for my case as the company I raised the complaint against agreed my case and offered the solution I requested.Fairly straightforward form and I successfully managed to upload my evidence documents. Next steps in the process were given, both on the application site and in follow up emails.I would use this service again (but hoping I won't have cause to!)",Yes,20-Jan-21,"Hello Sue, Thanks for taking the time to leave us a review! We are happy that we were able to help you! Thank you.",5
United Kingdom,20,5,06-Jan-21,1,1,2021,Ecotricty - gas meter registration issues,"Ecotricty, whilst always friendly and polite, simply ignored my request for months. As soon as I complained to the ombudsman - the problem was resolved within a week.",Yes,11-Jan-21,"Hello, thank you for your review, we appreciate your feedback and are happy we could help. Thanks.",5
United Kingdom,79,5,06-Jan-21,1,1,2021,Great service,The ombudsman successfully resolved a billing issue with Together Energy that had been outstanding for two years. They also helped chase Together Energy when they failed to comply with the resolution. Without their support and case officer help I doubt the problem would have been sorted out.,Yes,11-Jan-21,"Hello, thank your for your review, we're happy we could help resolve your complaint. Thanks.",5
United Kingdom,9,5,14-Nov-20,11,4,2020,Would recommend,Without the Ombudsman I would not have been taken seriously with my Energy Company after months of getting nowhere with them.   The Ombudsman stepped  in  and kept me posted of developments and  got my problem sorted.   Would recommend anyone to use as fairly straight forward.,Yes,19-Nov-20,"Hello, thank you for your review. Happy to help, we're glad everything got resolved. Thanks.",5
United Kingdom,15,5,05-Nov-20,11,4,2020,Outstanding Ombudsman service,"I was having a terrible experience, with EDF energy, after a bereavement. I had reported a faulty meter, I had moved addresses. Everything had been succinctly explained and yet I got a series of astronomical bills, all while coping with the stress of a lost parent, prolonged move due to Covid-19 and extra workload too. The Ombudsman service I received was truly outstanding. I was able to explain matters and then upload proof to substantiate my complaint. I found the site easy to log into and keep track of my progress. Needless to say I was able to receive the resolution/outcome I felt I truly deserved. Excellent service all round! Thank you!",Yes,10-Nov-20,"Hello, thank you for your review on our service, we're happy w could help with your complaint. Thanks.",5
United Kingdom,6,5,16-Oct-20,10,4,2020,Three said I had not cancelled my…,Three said I had not cancelled my contract. Although I did on more than 4 occasions. Sent all the proof to the ombudsman services and they sorted three s useless customer service out.,Yes,21-Oct-20,"Hello, thank you for your review on our service. We're happy we could help you resolve your complaint. Thanks.",5
United Kingdom,9,5,27-Aug-20,8,3,2020,Switching Energy Issues from BulbEnergy to BGAS,I switched from Bulb to BGAS but my account with Bulb was never closed and the direct debit was still being taken for nearly a year. Bulb was refusing to refund the amount until BGas provided them with the relevant report. Bgas were not responding. The ombudsmen services successfully helped resolve the issue.,Yes,01-Sep-20,"Hello, thank you for your review on our service. We're glad we could help resolve your complaint. Thanks.",5
United Kingdom,7,5,12-Aug-20,8,3,2020,I had major issues with two energy…,I had major issues with two energy companies when it came to switching from one to the other - both companies blamed each other about the handling of meter readings. This left me out of pocket for months but when the Ombudsman got involved they miraculously became super helpful! Thanks Ombudsman!,Yes,17-Aug-20,"Hello, thank you for your review on our service. We're  glad we could help resolve your complaint. Thanks.",5
United Kingdom,1,5,30-Jul-20,7,3,2020,My experience of the Ombudsman service…,My experience of the Ombudsman service was very positive. They listened to my complaint and dealt with it in a professional manner with an effective communication process and made the energy provider actually listen and deal with a problem that they had basically ignored when I had brought it to their attention. I would recommend the Ombudsman Service if you are having problems with your energy provider,Yes,04-Aug-20,"Hello, thank you for your  review on our service. We're happy we could help you with your complaint. Thanks.",5
United Kingdom,9,5,02-Jul-20,7,3,2020,They took far to long,They took far to longThey closed the case before it was complete They are NOT nuetralTotal waste of time AND we pay them for itWhatever you do DO NOT sign up to Together Energy,Yes,07-Jul-20,"Hi Jacqueline, we're sorry you  have had a bad experience. As you have given us 5 stars we would recommend giving us more detail in your feedback via our website so we can improve our service for the future: https://www.ombudsman-services.org/unhappy-with-our-service . Thanks.",5
United Kingdom,25,1,26-Sep-24,9,3,2024,Timescales horrendous,"Timescales horrendous, system of communication not user friendly- waste of time using this service NOTE RESPONSE FROM OMBUDSMAN- COLIN? REALLY ? SHOULD CONSIDER MAKING CHANGES WHEN USING CUT N PASTE!!!!",Yes,02-Oct-24,"Hello Colin, we're sorry to hear that you have not had a positive experience when using our services. We are continuously looking for ways to improve our services and the feedback we receive is vital in helping us do that, so we appreciate you taking the time to leave us your review. Thank you",6
United Kingdom,4,5,26-Sep-24,9,3,2024,If anyone needs advice and guidance I can highly recommend the Ombudsman Service.,"If anyone needs advice and guidance there isn’t a better organisation than The Ombudsman.  When I phoned them initially I was so stressed from my dealings with British Gas, but Nicola Foley who dealt with my case was so sympathetic and understanding and she quickly put me at my ease. She dealt with my case efficiently and professionally and I am so grateful to her.All In all, if I ever need to use the Ombudsman again I would have no hesitation in doing so.",Yes,02-Oct-24,"Hi, That's fantastic to hear, We're glad that you had such a positive experience when using our services and that Nicola supported you throughout your dispute with us. Thank you for your review.",6
United Kingdom,4,5,26-Sep-24,9,3,2024,Get your problem solved,"Making a case is odd as a consumer as you don't know the rules that an energy company must adhere.You just you know that something has gone wrong and your problem hasn't been solved. The Ombudsman has helpful staff who keep you informed and this make a great service.Gathering your evidence takes time but you can start your case and add the necessary evidence later.This is easy if you are technically savvy, to put emails and photographs into the correct format but daunting if not.The shocking part is seeing the reply to your case from the energy company, who often manage to twist the truth, which makes it clear why you need an outside party to sort things out. Don't be put off or accept the paltry compensation the energy company offers when you tell them you are using the services of the Ombudsman. Hang in, get your problem solved and find out what compensation you are due.",Yes,02-Oct-24,"Hi, That's great to hear, we're glad we were able to resolve your dispute. Thank you for taking the time to share your experience.",6
United Kingdom,5,5,26-Sep-24,9,3,2024,Invaluable support,"This is a free service and although I didn't win my complaint, it was very supportive to have someone to listen, explain and make me feel like a human when up against a huge company.",Yes,02-Oct-24,"Hi, We appreciate that you may not have had the outcome that you were hoping for however we're glad that you had such a positive experience when using our services and that you was supported  throughout your dispute with us. Thank you for your review.",6
United Kingdom,7,5,17-Sep-24,9,3,2024,I was very impressed by the service…,"I was very impressed by the service from the energy ombudsman. After many months of getting nowhere with SSE, the energy ombudsman resolved the issues in a very short time.",Yes,23-Sep-24,"Hi, That's great to hear, we're glad we were able to resolve your dispute. Thank you for taking the time to share your experience.",6
United Kingdom,7,5,10-Jul-24,7,3,2024,Well worth the effort - excellent service.,"The Energy Ombudsman dealt with my serious complaints about British Gas very thoroughly and professionally. My case was handled by a real person, who gave her name, and discussed my issues over the phone. She showed a genuine and sympathetic understanding, and kept me informed of progress. I would thoroughly recommend using this service.",Yes,16-Jul-24,"Hi Pat, That's fantastic to hear, We're glad that you had such a positive experience when using our services and that you felt  supported throughout your dispute with us. Thank you for your review.",6
United Kingdom,10,1,11-Jul-24,7,3,2024,Did not listen to the individuals…,Did not listen to the individuals points of issue and why they arose.  Just interested in blaming the individual for not understanding.  do not take into account impact this has on mental health,Yes,17-Jul-24,"Hi Anthea, we're sorry that you haven't had a positive experience when using our services. We appreciate that you may not have had the outcome that you were hoping for however, if you have any questions then please don't hesitate to contact us and we will be more than happy to help. Thank you",6
United Kingdom,23,5,05-Jul-24,7,3,2024,I used the energy ombudsman due to…,I used the energy ombudsman due to trying to sort an ongoing issue for years with my energy supplier. I was assigned a case worker within a few days and the whole issue (that had taken years for me to try and sort) was fixed within several WEEKS. Would absolutely recommend this service.,Yes,11-Jul-24,"Hi Hayley, That's fantastic to hear, We're glad that you had such a positive experience when using our services and that you felt supported throughout your dispute with us. Thank you for your review.",6
United Kingdom,13,1,30-Jul-24,7,3,2024,Did not take anything I told them…,Did not take anything I told them regarding my usage,Yes,05-Aug-24,"Dear Paula, we're sorry that you haven't had a positive experience when using our services. Our team should have provided you with a detailed explanation as to how the decision was reached but should you have any questions or concerns then please don't hesitate to contact us 0330 440 1624 and we will be happy to help. Thank you",6
United Kingdom,1,5,05-Jul-24,7,3,2024,Great service and been a great help,,Yes,11-Jul-24,"Hi Dean, That's great to hear, we're glad we were able to resolve your dispute. Thank you for taking the time to share your experience.",6
United Kingdom,2,5,20-Jun-24,6,2,2024,Swift process with a good outcome,Swift process with a good outcome. Recommend that you use this service rather than let energy companies get away with bad practice and poor customer service.,Yes,26-Jun-24,"Hi, That's fantastic to hear, We're glad that you had such a positive experience when using our services. Thank you for your review.",6
United Kingdom,4,5,18-Jun-24,6,2,2024,It is very reassuring knowing Ryan and…,"It is very reassuring knowing Ryan and the ombudsman service is there, Under no circumstances would the issue i had with my energy supplier have been resolved successfully without their intervention and help. If you have a problem with your supplier, i highly recommend contacting them, Many thanks, Trevor.",Yes,24-Jun-24,"Hi Trevor, That's fantastic to hear, We're glad that you had such a positive experience when using our services and that Ryan supported you throughout your dispute with us. Thank you for your review",6
United Kingdom,48,1,14-May-24,5,2,2024,Case officer was shocking refused to…,"Case officer was shocking refused to listen to my requests and told me in certain terms ""NO"" When asked to speak to his superior as I was not happy with his tone !",Yes,20-May-24,"Hello, we're sorry that you haven't had a positive experience when using our services. I can see that your feedback has been passed over to one of our colleagues who will be providing you with a full written response in relation to your concerns. Thank you",6
United Kingdom,80,1,09-May-24,5,2,2024,Did absolutely nothing,Did absolutely nothing! Such a waste of time! Did not sound genuine at all!,Yes,15-May-24,"Hi Ellie, we're sorry to hear that you have not had a positive experience when using our services. Our team take great care in ensuring that all evidence and information is considered, and that the outcome is fair and reflective of the dispute. We are continuously looking for ways to improve our service so we appreciate you taking the time to share your feedback. If you have any questions or concerns, then please don't hesitate to contact us directly on 0330 440 1624 and a member of our team will be happy to help. Thank you",6
United Kingdom,1,5,20-Apr-24,4,2,2024,Help to resolve issues with an energy supplier,"If you are getting nowhere over an issue with an energy company then contact the Energy Ombudsman.  It is a great system when you are desperate for help.  Be prepared to be adjusted as they are impartial, but they are sympathetic, understanding and fair.  It is a very helpful provision to get matters settled quickly.",Yes,26-Apr-24,"Hello, we're glad that you had a positive experience when using our service. Thank you for taking the time to share your experience.",6
United Kingdom,4,5,10-Apr-24,4,2,2024,Great to have someone on your side.,"From start to finish my whole experience of the Energy Ombudsman Service was great. Charlene my case worker was very friendly, professional and efficient and kept me informed as to what was going to happen next and by what date. The process was much quicker than I thought it would be. It was really nice to have someone on your side that had some influence and not be ignored by the energy company concerned any more. As soon as I had registered my complaint with the Energy Ombudsman my Energy company wanted to actually do something about refunding the adjustments they had added to my bill. I wish I had registered much earlier and not bothered with spending hours on the phone trying to no avail to get the money back I was owed.",Yes,16-Apr-24,"Hi Sheila, that's great to hear, we're glad we were able to resolve your dispute.",6
United Kingdom,5,1,03-Apr-24,4,2,2024,Energy Ombudsman biased,The energy Ombudsman in my experience are clearly just another complaints department of the Energy Companies who are there to resolve complaints heavily in favour of the Energy Companies. They resolved mine  without waiting  for information they had requested and just said the Electeic Company are right and you are wrong. DISGRACEFUL. A total waste of time.,Yes,09-Apr-24,"Hello, we're sorry to hear that you have not had a positive experience when using our services. Our team take great care in ensuring that all evidence and information is considered and that the outcome is fair and reflective of the dispute. If you have any questions or concerns then please don't hesitate to contact us directly and a member of our team will be happy to help. Thank you",6
United Kingdom,1,5,02-Apr-24,4,2,2024,An effective platform for raising a grievance.,I always felt reassured throughout the process that a fair resolution would be the final outcome. All members of the team were helpful and supportive. I am very pleased that I took our case to the Ombudsman and would recommend others in a similar position to do so. I am very satisfied that a robust investigation process is place.,Yes,08-Apr-24,"Hi Lynne, we're glad that we were able to support you throughout the disputes process and help you to reach a positive outcome to your dispute. Thank you for your review.",6
United Kingdom,27,5,02-Apr-24,4,2,2024,Quick response,Quick response. Everything was explained to me and the matter was resolved.,Yes,08-Apr-24,That's great to hear! I'm glad that we were able to help you reach a resolution.,6
United Kingdom,2,1,27-Mar-24,3,1,2024,Don't expect any justice decision from…,Don't expect any justice decision from ombudsman . they are always favour to big multi million companies not stand for petitioner.,Yes,02-Apr-24,"Hello, we're sorry that you haven't had a positive experience when using our services. Our team should have provided you with a detailed explanation as to how the decision was reached but should you have any questions or concerns then please don't hesitate to contact us and we will be happy to help. Thank you",6
United Kingdom,8,1,13-Mar-24,3,1,2024,Just go legal directly,"To be honest - it felt like the energy companies can do whatever they want - like in my case for example, they said: we are going to check and recalculate. Ombudsman automatically changed the status to implemented before it actually happened. Than, the energy company said “we are not changing anything” without presenting a single document besides what we all could see online - and I heard basically “there’s nothing we can do if they say they are not going to change” - even if they are the same saying you should be paying the half, when they are charging the double all along. Otherwise, the advisor was always contacting me at the end of the day on Friday, and not actually answering the phone. And when I said the decision was going to the wrong direction, what I said got rejected. At the end you have to go on the legal direction and spend more money. It feels like what I read online at social media - “Ombudsman is like the government, they are always siding companies, not people, so do not bother yourself for so long with them, cause at the end they are not going to do anything”. And nothing will actually replace the time you spent with all of this circus they call “help”.Ps. For the person who replied below - if paying £400 for a bill in a t2 when they said you should be paying £124 is correct, well - good luck to everybody trying to open a complain with them - what a joke.",Yes,19-Mar-24,"Hi Bia, we're sorry that you haven't had a positive experience when using our services. Our team should have provided you with a detailed explanation as to how the decision was reached, part of our resolution may have been for the supplier to go and review certain bits of information in relation to the dispute and change if incorrect. If the information is reviewed and it was found to be correct then the supplier would not be required to make any changes. Should you have any questions or concerns then please don't hesitate to contact us and we will be happy to help. Thank you",6
United Kingdom,7,3,08-Mar-24,3,1,2024,I didn’t feel listened too,My first experience using the service was a very positive one but this time round I do not feel listened too and don’t think the decision reflects the amount of trauma I have experienced.  I feel the decision was hurried and there was not a lot of effort made to contact me.,Yes,14-Mar-24,"Hi Allyson, we're sorry to hear that you have not had a positive experience when using our services. Our team take great care in ensuring that consumers feel supported throughout their journey with us and we are saddened to hear that you feel this wasn't the case. I have passed your feedback over to the team who have been dealing with your dispute so that they can contact you regarding your concerns. Thank you",6
United Kingdom,12,5,07-Mar-24,3,1,2024,Before I went to the ombudsman I was…,Before I went to the ombudsman I was going into my 4th month trying to solve My energy problem myself. Amy solved it in 8 weeks. She was wonderful kind and understanding and got my problem straight away. I would recommend the ombudsman to anyone. Thank you so much Amy I hope you get to see this you are a star,Yes,13-Mar-24,"Hi Louise, we're glad that our team were able to help you reach a positive outcome to your dispute. We will ensure that your feedback reaches Amy. Thank you",6
United Kingdom,4,5,24-Feb-24,2,1,2024,Quick and efficient,Quick and efficient. The process was easy to follow and my case handler was in contact whenever I needed to message her. The decision was clear and concise. I would highly recommend anyone having problems with their energy supplier to contact them.,Yes,01-Mar-24,"That's great to hear, Clare! We're glad that we were able to help you resolve your dispute.",6
United Kingdom,3,1,13-Feb-24,2,1,2024,Staff not trained for the investigation,"Hard evidence was provided and energy Ombudsman delivered a rushed decision without taking any evidence provided , I was provided with a cancellation of bill,  after showing this the Ombudsman stated that there was still a debt , Ombudsman explained that no reasonable adjustments need to be applied in ways of communication and only receiving emails after a switch over from energy company is fine , seems the staff at the energy Ombudsman service is not trained well enough , even citizens advice said the evidence should of been very clear for the energy Ombudsman to of seen this was an error and cancellation of bill , wouldn't recommend unless your lucky and get a decent fair investigation.",Yes,19-Feb-24,"Hi Stephanie, we're sorry that you haven't had a positive experience when using our services. Our team will have provided you with an explanation as to how the decision was reached but if you have any questions or concerns then please don't hesitate to contact us directly and we will be more than happy to answer any questions that you have. Thank you",6
United Kingdom,3,1,26-Jan-24,1,1,2024,Very disappointed with the service from…,"Very disappointed with the service from the energy ombudsman, service is pointless. Could do little with my complaint even though OVO had broken Ofgem rules. Ended up costing me £2200, and they said there was nothing they could do about it! Will be writing to my local MP about the utterly disgraced system that is in place to protect customers",Yes,01-Feb-24,"Hello Heidi, we trust our Dispute Resolution team explained our remit and decision to you and you understand why this was.  Customers do have the opportunity to challenge decisions where they believe there has been a material error of facts or they have evidence that was not previously available.  That being said, we're really sorry to hear that you haven't had a positive experience when using our service.",6
United Kingdom,4,5,17-Jan-24,1,1,2024,OVO Energy FEED IN TARRIFF fiasco,Had been trying to get OVO energy to change ownership on Feed In Tarrif after purchasing a house with solar panels. Tried in vain for 5 months being transferred pillar to post and having OVO move the goal posts several times.After raising a case with the Energy Ombudsman everything was sorted within 1 month and I received compensation and an apology from OVO. Really could not ask for anything better from the Ombudsman.,Yes,23-Jan-24,"Hi Nadeem, that's great to hear! We are glad to hear that we were able to help you resolve your dispute. Thank you for taking the time to leave us your review.",6
United Kingdom,5,5,03-Jan-24,1,1,2024,Great and quick service!,"I had problem with my EDF energy which was lasting for months. Once I contacted Energy Ombudsman it has been resolved within days! I am very happy with the settlement and efficiency of this company!Dave was the one who handled my case, he was very helpful, clear and knowledgeableThank you!",Yes,09-Jan-24,That is great to hear! We're glad tat we were able to help you reach a positive outcome to your dispute. Thank you for taking the time to share your experience.,6
United Kingdom,12,5,13-Dec-22,12,4,2022,The ombudsman against Octopus energy,"The ombudsman assigned agent was understanding, investigating fairly within the rules they could apply and upheld my complaint in full within the rules able, it was noted the utility company Octopus were using the thinnest line of some rules to avoid getting fined for there actions to a consumer and time will tell if they sort this or continue the same stance in handling vulnerable consumer complaints",Yes,19-Dec-22,"Thank you for taking the time to leave us your review, we are glad we were able to help.",6
United Kingdom,2,1,13-Dec-22,12,4,2022,They are not independent,"I do not believe that they are independent. Don’t expect a balanced review of your case. Case handlers are inexperienced and do not grasp the issues but look for the easiest outcome without taking into account the nuances of the case, which in our case was complex. Better to go through the small claims court.",Yes,19-Dec-22,"Hi George, we are sorry that you have not had a positive experience when using our service. We understand that it may be frustrating when you don't get the outcome that you were hoping for. We would encourage you to contact your investigations officer with any questions or concerns and they will be more than happy to help. Thank you",6
United Kingdom,8,1,13-Dec-22,12,4,2022,Very poor,"very poor, complex process with time cut offs all dictated by ombudsman and energy companies.Ombudsman found in our favour then backed down when energy company appealedone line apology and £75 when we lost £100's and many many hours of time.Energy companies dominate this process",Yes,19-Dec-22,"Hello, we are sorry that you have not had a positive experience when using our service. We follow a set process and timescales to allow both parties ample time to submit any evidence and information relating to the dispute and to allow our team chance to fully understand the facts before issuing their decision. Both suppliers and consumers have the right to appeal our decision if they feel an error has been made and this may then be reviewed by another member of our team. We understand this may be frustrating but you will have been provided with an explanation as to why their has been a change in decision. Should you have any questions then we would encourage you to contact us directly and we will be happy to help. Thank you",6
United Kingdom,11,1,13-Dec-22,12,4,2022,Waste of time and biased,"Waste of time. Heavily biased towards the energy companies. Even if you do get a complaint upheld they never check to see if the resolution has been carried out by the company you complained about. In my case SSE wrote an email stating they had apologised, paid compensation and fixed my smart meters, when they had not done anything of the kind. The ombudsman took the email as proof they had done this despite me challenging this stating I had statements and their own equipment proving my meters were still not working. Save yourself the hassle and time and take your energy company to the small claims court..",Yes,19-Dec-22,"Hi Abi, if you are concerned that some of the resolutions have not been completed then please don't hesitate to contact your investigating officer who will be able to escalate your query and work with the supplier to resolve any issues. Thank you",6
United Kingdom,8,1,06-Dec-22,12,4,2022,Ovo caseWhat a complete waste of time and…,What a complete waste of time and energy going to the so called so called impartial ombudsman. Have an ongoing issues with OVO energy that are still unresolved but not according to the ombudsman they failed to address many of my concerns with ovo if they did they haven’t said they have. Failed to address a major problem with taking over my account without letting me know before they did and giving me the option to go elsewhere for a better deal. Failed to deal with every time you talk to them the first thing said is you owe us money we’re going to put a note on your credit file. The list goes on and on. The ombudsman is defiantly in the employ off the energy companies. In my opinion steer clear of the ombudsman and OVO energy,Yes,12-Dec-22,"Hello, We are sorry that you have not had a positive experience when using our services. Our team should have provided you with a detailed explanation as to how the decision was reached but should you have any questions or concerns then please don't estimate to contact us and we will be happy to assist you further. Thank you",6
United Kingdom,24,5,02-Dec-22,12,4,2022,Impartial and sublime,"Impartial. Quick. Responsive. Diligent. Great communication.Exactly the support and guidance you need when being bludgeoned by a big corporate business and their debt collection agency.Quite simply, sublime.",Yes,08-Dec-22,"Thank you so much, Andy! We are glad we were able to help you!",6
United Kingdom,2,5,02-Dec-22,12,4,2022,Great service provided,Great service provided. All issues resolved within 7 weeks. Good explanations provided on the process. User friendly website.,Yes,08-Dec-22,"Thank you, Eric! We are glad to hear we were able to help you resolve your dispute.",6
United Kingdom,4,5,15-Nov-22,11,4,2022,Amazing Ombudsman Services,The Ombudsman was amazing in helping me resolve a long standing (18 month!!) issue where British Gas were charging me for Business usage in a private house and would not even send an engineer round to assess. Once I contacted the Ombudsman I got Justice fairness and a massive refund and an apology from BG which had eluded me despite all my efforts over an 18 month period. I would thoroughly recommend using their free and impartial and highly professional services. Andrew H.,Yes,21-Nov-22,"Hi Andrew, it is great to hear that we were able to help you achieve a positive outcome to your dispute. Thank you for taking the time to leave us your review.",6
United Kingdom,3,5,15-Nov-22,11,4,2022,I was kept informed throughout the…,"I was kept informed throughout the proceedings, I was treated with respect and it was relatively easy to contact you",Yes,21-Nov-22,"Hi Rita, thank you for taking the time to leave us your review. We are glad we were able to help.",6
United Kingdom,2,1,15-Nov-22,11,4,2022,"Useless, 0 help, paying £300 a month for electricity",Useless I'm paying almost £300 a month for electricity in 2bedroom flat [ energy supplier bulb ] while my neighbours are paying from £80 to £120 and they don't see anything wrong with it they only granted me with £75 for bulb failure to respond to the issue where I raised for increased direct debit. They offering me to continue to contact bulb and get the electrician to check my meters and pay them out of my pocket. Is this how government based company should work while actually we are paying they're salary from our tax ? Delete this company !!!!,Yes,21-Nov-22,"Hello, we are sorry that you are unhappy with the outcome of your complaint. Whilst we understand your concern with regards to the usage and how that compares to your neighbour's, we must advise that there are often times when consumers may have differing payments to their neighbour's depending on consumption at the property and as part of the investigation, we would consider whether accurate meter readings had been used. Our team should have provided you with a detailed explanation as to how the decision was reached but please don't hesitate to contact us if you have any further questions. Ombudsman services is a not-for-profit organisation, we are not funded by the taxpayer. Thank you for takin the time to leave us your feedback.",6
United Kingdom,23,5,04-Nov-22,11,4,2022,Service from Ombudsman was excellent…,Service from Ombudsman was excellent all complaints against Scottish Power dealt with professionally and with diligence. Pity Scottish Power did not carry out all the resolutions they and I agreed to as instructed by the Ombudsman. Even after three financial compensations after over 2 years I am no further forward with the original complaint. Have given up now as can’t stand the stress it is causing me and the family.,Yes,10-Nov-22,"Hello, we are sorry that you have not had your agreed remedies implemented by the supplier. We have a dedicated remedy implementation team who are able to escalate remedies on your behalf and work with the supplier to get this completed. We would encourage you to contact us directly so that a member of our team can understand your query and provide guidance. Thank you",6
United Kingdom,47,5,01-Nov-22,11,4,2022,I had a new smart meter fitted by…,I had a new smart meter fitted by Octopus energy months ago……..it never worked….and it seemed impossible to have fixed! Finally I contacted the Ombudsman…..Who managed in a very short time to have the meter issue resolved!  I have just had solar panels fitted and needed the smart meter working. Very grateful for this service.,Yes,07-Nov-22,"Hi Irayne, we are glad to hear that we were able to resolve the dispute with Octopus! Thank you for taking the time to leave us your review.",6
United Kingdom,12,1,19-Oct-22,10,4,2022,A complete waste of time,As others have said they are a complete waste of time.They actually found in my favour but failed to enforce their own judgement. Their level of communication was so poor I actually lodged a formal complaint to them that they couldn't even respond to within their own timescale rules. When they did make contact it was only once and then nothing else.I have asked my MP to ask the Government why this organisation (which will be funded by us the public) can't enforce it own judgements. They are not fit for purpose and should be disbanded.,Yes,25-Oct-22,"Hi Jeremy, We are sorry that you have not had a positive experience when using our services. I can see that a member of our customer relations team has been corresponding with you regarding your complaint and should you have any further questions or concerns, we would encourage you to contact them directly. Thank you",6
United Kingdom,6,5,07-Oct-22,10,4,2022,Final bill on moving home incorrect,On moving home we were sent a final bill which was estimated and disproportionate to anything previous. (THe smart meters had ceased to function),Yes,13-Oct-22,"Hi Anthony, it's great to hear we were able to help resolve the issues with your supplier!  Thank you for your review.",6
United Kingdom,1,5,23-Sep-22,9,3,2022,British Gas issue sorted,"Had a long running issue with British Gas that dragged on for 4 months around taking / submitting readings, contacted the ombudsman & the issue was sorted within the month with compensation",Yes,29-Sep-22,"Hi Jan, That is great to hear. We are glad we were able to help you resolve your dispute.",6
United Kingdom,5,5,20-Sep-22,9,3,2022,Excellent got it sorted but 2 days…,Excellent got it sorted but 2 days later back to square one  after case was closed,Yes,26-Sep-22,"Hi John, We are sorry to hear that! If the issues you are facing are regarding the remedies to your dispute not being implemented successfully then please contact us and we will be able to escalate this for you. However, if you have encountered new issues and feel that a new investigation needs to take place then you will need to speak to the supplier in the first instance and follow their complaints procedure. Thank you",6
United Kingdom,14,5,14-Sep-22,9,3,2022,Very Professional and very helpful,"Very Professional and very helpful, everyone I spoke to took time to listen to, and understand, my problem. They also explained their remit so I understood what they could and could not do to help me .",Yes,20-Sep-22,"Hi Stuart, That is great to hear. We are glad we were able to help you.",6
United Kingdom,3,1,14-Sep-22,9,3,2022,Limited Value,Unfortunately the Ombudsman seems just to act as an administrator with no real focus on the details of the case.,Yes,20-Sep-22,"Hello, We are sorry to hear that you feel that way. Our team take great care in ensuring all aspects of the complaint has been considered before issuing the decision. Should you have any concerns regarding the case then we would encourage you to contact us directly so that our team can better understand your situation. Thank you",6
United Kingdom,4,1,06-Sep-22,9,3,2022,After showing the information about…,After showing the information about different meters from two different companies and shown them what Eon said and that is you can have any types of meters with Eon but not with EDF ENERGY you can change your supplier that's OK but not a smart meter that's because THEY ARE MAKE MONEY FROM YOUR SMART METER And the OMBUDSMAN ARE PART OF THE TEAMP.S YOU CAN CHANGE GAS AND ELECTRICITY BUT NOT A SMART METERTO A LEGACY METERS WHY??ONE STAR IS TO MUCHLIKE I SAID YOUR NOT ALLOWED A CHOICE ?????? AND YOU PAY THE BILLS JUST READ THE OMBUDSMAN RESPONSE THEY ARE ON THE SIDE OF BIG TECH TELLING YOU WHAT YOUR ALLOWED A SMART METER END OF GAMEALSO OFGEM SAYS NO ONE HAS TO HAVE A SMART METER,Yes,12-Sep-22,"Hi Micheal, We are sorry that you are unhappy with the resolution to your dispute. Smart meters are the new generation of energy meters. Suppliers are installing them as part of a national government programme to replace older energy meters. It includes prepayment meters. All energy suppliers must aim to install smart meters in every home in Great Britain. More information on smart meters is available on their website - https://www.smartenergygb.org/about-smart-meters.Our decisions regarding smart metering will be in line with the current OFGEM and government regulations. Should you have any further questions then please don't hesitate to contact us. Thank you",6
